run,model_size,batch_size,context_length,dtype,kind,op_or_kernel,calls,cpu_time_total_us,cuda_time_total_us
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",541,,17678.8
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",76,,13711.1
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",72,,13002.1
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,ampere_sgemm_128x128_nt,72,,12463.1
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",184,,11672.6
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",74,,10650.3
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,ampere_sgemm_128x128_nn,72,,10413.1
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1})",72,,10042.2
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,ampere_sgemm_128x128_tn,73,,8006.3
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",400,,7606.9
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> >, std::array<char*, 3ul>)",328,,6863.6
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",869,,6854.2
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::exp_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::exp_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",37,,6600.1
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::sqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",327,,6347.3
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",767,,6299.2
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::sigmoid_backward_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul> >(int, at::native::sigmoid_backward_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul>)",36,,4875.2
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,aten::mul,3705,,159450.3
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,aten::bmm,975,,80640.7
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,autograd::engine::evaluate_function: BmmBackward0,325,,72929.4
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,BmmBackward0,325,,70659.3
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,aten::div,692,,57477.9
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,autograd::engine::evaluate_function: MulBackward0,506,,52976.9
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,autograd::engine::evaluate_function: PowBackward0,73,,40739.6
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,aten::add,1270,,34859.3
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,aten::copy_,615,,31641.7
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,aten::einsum,325,,31230.3
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,MulBackward0,506,,30505.1
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,PowBackward0,73,,30016.4
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,autograd::engine::evaluate_function: RsqrtBackward0,73,,26290.2
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,RsqrtBackward0,73,,25919.5
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,aten::pow,546,,23969.9
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,autograd::engine::evaluate_function: MeanBackward1,73,,21681.3
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,MeanBackward1,73,,21343.8
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,327,,20757.5
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,torch::autograd::AccumulateGrad,327,,19687.5
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,autograd::engine::evaluate_function: DivBackward0,72,,19621.7
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,aten::add_,435,,19276.6
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,aten::zeros_like,654,,18599.2
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,DivBackward0,72,,18576.4
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,aten::item,1,,18468.0
large_ctx512_bs4_fp32,large,4,512,fp32,CPU_OP,aten::_local_scalar_dense,1,,18455.2
large_ctx512_bs4_fp32,large,4,512,fp32,STAGE,profile/measure,1,614073.3,602298.4
large_ctx512_bs4_fp32,large,4,512,fp32,STAGE,forward,1,90648.6,89104.5
large_ctx512_bs4_fp32,large,4,512,fp32,STAGE,backward,1,348640.9,345528.5
large_ctx512_bs4_fp32,large,4,512,fp32,STAGE,optimizer,1,153185.0,149739.3
large_ctx512_bs4_fp32,large,4,512,fp32,STAGE,attention/scores,36,8853.7,8684.9
large_ctx512_bs4_fp32,large,4,512,fp32,STAGE,attention/softmax,36,4702.7,4616.4
large_ctx512_bs4_fp32,large,4,512,fp32,STAGE,attention/value,36,4787.8,4740.1
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",196,,28143.6
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,ampere_sgemm_128x64_tn,84,,25386.5
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",48,,20378.7
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(cutlass_80_simt_sgemm_256x128_8x4_nn_align1::Params),73,,15625.4
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",675,,15313.3
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x256_8x4_nt_align1>(cutlass_80_simt_sgemm_128x256_8x4_nt_align1::Params),37,,15132.5
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",28,,11816.1
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",64,,10643.2
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",24,,10450.6
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",26,,9832.4
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,ampere_sgemm_128x128_nt,24,,8506.7
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1})",24,,8017.4
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,ampere_sgemm_128x128_nn,24,,7340.4
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,ampere_sgemm_128x128_tn,25,,7177.7
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x64_8x5_nt_align1>(cutlass_80_simt_sgemm_128x64_8x5_nt_align1::Params),48,,5877.0
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::exp_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::exp_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",13,,5567.6
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,ampere_sgemm_128x64_nn,12,,5318.0
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",716,,4552.1
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, 4, 4>)",13,,3450.1
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",293,,3240.6
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",181,,3092.1
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",263,,2992.9
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::sigmoid_backward_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul> >(int, at::native::sigmoid_backward_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul>)",12,,1946.7
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",12,,1159.1
small_ctx1024_bs4_fp32,small,4,1024,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",136,,651.4
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,aten::mul,1257,,63273.5
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,aten::add,430,,24991.7
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,autograd::engine::evaluate_function: MulBackward0,170,,21842.2
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,aten::bmm,327,,20388.7
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,autograd::engine::evaluate_function: BmmBackward0,109,,19448.5
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,BmmBackward0,109,,18662.7
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,aten::zeros_like,222,,14617.9
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,aten::zero_,238,,13593.6
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,aten::fill_,263,,13534.6
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,aten::sub_,222,,13309.2
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,MulBackward0,170,,12434.0
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,aten::pow,186,,10181.1
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,aten::einsum,109,,9417.9
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,aten::div,236,,9045.8
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,aten::square,111,,7377.4
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,aten::add_,147,,7232.1
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,aten::copy_,207,,6777.7
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,aten::sqrt,111,,6458.2
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,aten::reshape,827,,5749.4
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,autograd::engine::evaluate_function: RsqrtBackward0,25,,5507.8
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,RsqrtBackward0,25,,5373.7
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,autograd::engine::evaluate_function: UnsqueezeBackward0,303,,4871.7
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,aten::sum,89,,4839.6
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,111,,4628.0
small_ctx1024_bs4_fp32,small,4,1024,fp32,CPU_OP,autograd::engine::evaluate_function: PermuteBackward0,617,,4536.2
small_ctx1024_bs4_fp32,small,4,1024,fp32,STAGE,profile/measure,1,241861.8,235269.7
small_ctx1024_bs4_fp32,small,4,1024,fp32,STAGE,forward,1,26481.2,25415.5
small_ctx1024_bs4_fp32,small,4,1024,fp32,STAGE,backward,1,96815.4,96191.3
small_ctx1024_bs4_fp32,small,4,1024,fp32,STAGE,optimizer,1,116942.6,113109.3
small_ctx1024_bs4_fp32,small,4,1024,fp32,STAGE,attention/scores,12,2818.3,2715.4
small_ctx1024_bs4_fp32,small,4,1024,fp32,STAGE,attention/softmax,12,1642.7,1628.9
small_ctx1024_bs4_fp32,small,4,1024,fp32,STAGE,attention/value,12,1697.4,1682.8
small_ctx256_bs4_fp32,small,4,256,fp32,KERNEL,ampere_sgemm_128x64_tn,85,,7218.8
small_ctx256_bs4_fp32,small,4,256,fp32,KERNEL,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x256_8x4_nt_align1>(cutlass_80_simt_sgemm_128x256_8x4_nt_align1::Params),37,,5001.3
small_ctx256_bs4_fp32,small,4,256,fp32,KERNEL,ampere_sgemm_128x64_nn,72,,4963.0
small_ctx256_bs4_fp32,small,4,256,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",716,,4423.9
small_ctx256_bs4_fp32,small,4,256,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",675,,3460.2
small_ctx256_bs4_fp32,small,4,256,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",196,,2172.8
small_ctx256_bs4_fp32,small,4,256,fp32,KERNEL,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",181,,2153.3
small_ctx256_bs4_fp32,small,4,256,fp32,KERNEL,ampere_sgemm_128x32_nt,48,,2097.8
small_ctx256_bs4_fp32,small,4,256,fp32,KERNEL,void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(cutlass_80_simt_sgemm_256x128_8x4_nn_align1::Params),13,,1686.6
small_ctx256_bs4_fp32,small,4,256,fp32,KERNEL,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",293,,1069.3
small_ctx256_bs4_fp32,small,4,256,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",263,,780.9
small_ctx256_bs4_fp32,small,4,256,fp32,KERNEL,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",48,,603.1
small_ctx256_bs4_fp32,small,4,256,fp32,KERNEL,ampere_sgemm_128x128_nn,24,,585.1
small_ctx256_bs4_fp32,small,4,256,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> >, std::array<char*, 3ul>)",112,,576.0
small_ctx256_bs4_fp32,small,4,256,fp32,KERNEL,ampere_sgemm_128x128_nt,24,,569.2
