model,context,mode,dtype,tool,name,calls,cpu_total_us,cuda_total_us
small,512,train_step,fp32,torch.profiler,aten::flatten,38,526.384999999992,29.791999999998552
small,512,train_step,fp32,torch.profiler,aten::abs,24,525.832999999996,26.174000000004526
small,512,train_step,fp32,torch.profiler,aten::sub,36,524.9230000000007,139.67899999999418
small,512,train_step,fp32,torch.profiler,aten::square,25,523.3660000000013,42.46799999999939
small,512,train_step,fp32,torch.profiler,UnsafeViewBackward0,121,518.9560000001075,0
small,512,train_step,fp32,torch.profiler,aten::ge,36,513.3809999999771,42.30399999997917
small,512,train_step,fp32,torch.profiler,SubBackward0,36,477.7110000000539,140.89399999995658
small,512,train_step,fp32,torch.profiler,aten::mean,25,467.73700000000554,78.20699999999624
small,512,train_step,fp32,torch.profiler,torch::autograd::AccumulateGrad,111,434.18700000004173,0
small,512,train_step,fp32,torch.profiler,aten::masked_fill_,24,410.9029999999966,221.02400000002217
small,512,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: SigmoidBackward0,12,399.6449999999968,138.94599999998172
small,512,train_step,fp32,torch.profiler,aten::lt,24,393.19000000000005,30.019000000005235
small,512,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: StackBackward0,24,383.1969999999783,0
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",147,0,379.3619999999564
small,512,train_step,fp32,torch.profiler,aten::rsqrt,25,351.23600000000033,30.84699999999475
small,512,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: AddBackward0,73,344.12399999999616,0
small,512,train_step,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params),24,0,343.9400000000214
small,512,train_step,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_nt_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_nt_align4::Params),24,0,338.5290000000241
small,512,train_step,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",144,0,338.12299999999505
small,512,train_step,fp32,torch.profiler,aten::resize_,99,306.2949999999646,0
small,512,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: SumBackward1,12,297.5279999999766,102.721000000005
small,512,train_step,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align4::Params),24,0,279.7179999999744
small,512,train_step,fp32,torch.profiler,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",61,0,277.2510000000011
small,512,train_step,fp32,torch.profiler,aten::_unsafe_view,157,275.60999999997284,0
small,512,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: ReshapeAliasBackward0,24,268.66100000000006,0
small,512,train_step,fp32,torch.profiler,StackBackward0,24,267.8309999999765,0
small,512,train_step,fp32,torch.profiler,aten::unsqueeze,60,260.61400000000094,0
small,512,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: ExpBackward0,12,228.46300000001065,250.94599999996717
small,512,train_step,fp32,torch.profiler,ExpBackward0,12,165.45400000003428,250.94599999996717
small,512,train_step,fp32,torch.profiler,optimizer/zero_grad,1,243.96599999999995,0
small,512,train_step,fp32,torch.profiler,aten::scatter_,12,241.7900000000227,64.64099999998871
small,512,train_step,fp32,torch.profiler,Memcpy DtoD (Device -> Device),49,0,233.28199999998287
small,512,train_step,fp32,torch.profiler,aten::narrow,48,231.6120000000069,0
small,512,train_step,fp32,torch.profiler,aten::ne,12,229.02600000000166,13.024999999998727
small,512,train_step,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1} const&)::{lambda(int)#1})",24,0,221.02400000002217
small,512,train_step,fp32,torch.profiler,"void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",25,0,219.20399999998335
small,512,train_step,fp32,torch.profiler,aten::ones,12,218.5129999999972,11.648000000001048
small,512,train_step,fp32,torch.profiler,Optimizer.zero_grad#AdamW.zero_grad,1,218.17399999999998,0
small,512,train_step,fp32,torch.profiler,aten::unflatten,36,214.59600000001228,0
small,512,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: ExpandBackward0,48,206.24900000002526,0
small,512,train_step,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",24,0,205.0910000000058
small,512,train_step,fp32,torch.profiler,aten::gt,12,199.52600000000075,13.343999999998232
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",24,0,199.1029999999737
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",24,0,197.57100000002265
small,512,train_step,fp32,torch.profiler,SigmoidBackward0,12,193.9260000000213,69.59999999999127
small,512,train_step,fp32,torch.profiler,aten::select,48,192.55199999999604,0
small,512,train_step,fp32,torch.profiler,aten::clamp_min,12,189.10000000000218,13.600000000009459
small,512,train_step,fp32,torch.profiler,aten::sigmoid,12,188.91999999999734,59.71099999999842
small,512,train_step,fp32,torch.profiler,aten::exp,12,186.21200000000044,98.14399999999114
small,512,train_step,fp32,torch.profiler,aten::bitwise_not,12,181.03100000000177,14.049000000001797
small,512,train_step,fp32,torch.profiler,cudaStreamSynchronize,48,180.50000000002046,0
small,512,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: IndexBackward0,1,179.79899999999907,29.247999999992317
small,512,train_step,fp32,torch.profiler,aten::detach,111,176.9630000000543,0
small,512,train_step,fp32,torch.profiler,IndexBackward0,1,174.06299999999464,29.247999999992317
small,512,train_step,fp32,torch.profiler,ReshapeAliasBackward0,24,165.84100000002218,0
small,512,train_step,fp32,torch.profiler,aten::tril,12,164.60399999999845,28.735999999999876
small,512,train_step,fp32,torch.profiler,aten::eq,12,158.387999999999,13.31199999999626
small,512,train_step,fp32,torch.profiler,aten::sigmoid_backward,12,158.291999999994,69.59999999999127
small,512,train_step,fp32,torch.profiler,attention/value,12,0,154.72100000000046
small,512,train_step,fp32,torch.profiler,aten::_index_put_impl_,1,138.58299999999872,13.599999999991269
small,512,train_step,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_32x3_nt_align4>(cutlass_80_tensorop_s1688gemm_128x128_32x3_nt_align4::Params),1,0,129.18499999999767
small,512,train_step,fp32,torch.profiler,loss,1,128.26499999999942,27.455999999998312
small,512,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: NllLossBackward0,1,128.02900000000227,14.431999999993423
small,512,train_step,fp32,torch.profiler,aten::_reshape_alias,48,124.69600000001356,0
small,512,train_step,fp32,torch.profiler,aten::arange,4,113.85100000000466,3.9660000000003492
small,512,train_step,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_32x3_nn_align4>(cutlass_80_tensorop_s1688gemm_128x128_32x3_nn_align4::Params),1,0,111.61699999999837
small,512,train_step,fp32,torch.profiler,aten::result_type,741,105.29000000016686,0
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::exp_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::exp_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",12,0,98.14399999999114
small,512,train_step,fp32,torch.profiler,cudaDeviceGetAttribute,327,98.10999999992828,0
small,512,train_step,fp32,torch.profiler,detach,111,92.52400000001217,0
small,512,train_step,fp32,torch.profiler,NllLossBackward0,1,90.01600000000326,14.431999999993423
small,512,train_step,fp32,torch.profiler,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, 4, 4>)",12,0,85.28300000000036
small,512,train_step,fp32,torch.profiler,SumBackward1,12,81.15700000002107,0
small,512,train_step,fp32,torch.profiler,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",25,0,78.27399999999761
small,512,train_step,fp32,torch.profiler,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>)",25,0,78.20699999999624
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",49,0,77.76300000001265
small,512,train_step,fp32,torch.profiler,aten::to,212,76.69899999998552,0
small,512,train_step,fp32,torch.profiler,aten::cross_entropy_loss,1,72.395999999997,27.455999999998312
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",50,0,70.52700000003824
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::sigmoid_backward_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul> >(int, at::native::sigmoid_backward_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul>)",12,0,69.59999999999127
small,512,train_step,fp32,torch.profiler,"void at::native::_scatter_gather_elementwise_kernel<128, 8, at::native::_cuda_scatter_gather_internal_kernel<true, at::native::OpaqueType<4>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1}>(int, at::native::_cuda_scatter_gather_internal_kernel<true, at::native::OpaqueType<4>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1})",12,0,64.64099999998871
small,512,train_step,fp32,torch.profiler,aten::nll_loss_backward,1,63.59399999999732,14.431999999993423
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",12,0,59.71099999999842
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::compare_scalar_kernel<long>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, long)::{lambda(long)#1}, std::array<char*, 2ul> >(int, at::native::compare_scalar_kernel<long>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, long)::{lambda(long)#1}, std::array<char*, 2ul>)",48,0,56.61099999999942
small,512,train_step,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",25,0,55.51999999998952
small,512,train_step,fp32,torch.profiler,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::MinNanFunctor<long> >, unsigned int, long, 4, 4> >(at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::MinNanFunctor<long> >, unsigned int, long, 4, 4>)",24,0,54.33699999999408
small,512,train_step,fp32,torch.profiler,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::MaxNanFunctor<long> >, unsigned int, long, 4, 4> >(at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::MaxNanFunctor<long> >, unsigned int, long, 4, 4>)",24,0,49.56899999999996
small,512,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: CloneBackward0,12,48.359999999993306,0
small,512,train_step,fp32,torch.profiler,Memcpy DtoH (Device -> Pinned),48,0,46.56399999999758
small,512,train_step,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",24,0,44.70199999996839
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",25,0,42.46799999999939
small,512,train_step,fp32,torch.profiler,AddBackward0,73,39.23800000001938,0
small,512,train_step,fp32,torch.profiler,profile/warmup,1,38.709,0
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",25,0,30.84699999999475
small,512,train_step,fp32,torch.profiler,aten::nll_loss_nd,1,30.372999999999593,8.959999999999127
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::compare_scalar_kernel<float>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::compare_scalar_kernel<float>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, float)::{lambda(float)#1}, std::array<char*, 2ul>)",24,0,29.055999999983214
small,512,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: LogSoftmaxBackward0,1,28.872000000003027,20.735999999997148
small,512,train_step,fp32,torch.profiler,"void at::native::triu_tril_kernel<bool, int, false, 8, false>(at::cuda::detail::TensorInfo<bool, int>, at::cuda::detail::TensorInfo<bool const, int>, long, long, int)",12,0,28.735999999999876
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, std::array<char*, 2ul>)",25,0,28.60600000002887
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",25,0,28.542999999996482
small,512,train_step,fp32,torch.profiler,aten::log_softmax,1,28.358000000000175,18.495999999999185
small,512,train_step,fp32,torch.profiler,loss,1,0,28.22399999999834
small,512,train_step,fp32,torch.profiler,aten::nll_loss,1,25.4429999999993,8.959999999999127
small,512,train_step,fp32,torch.profiler,ExpandBackward0,48,23.257000000026892,0
small,512,train_step,fp32,torch.profiler,LogSoftmaxBackward0,1,22.461999999999534,20.735999999997148
small,512,train_step,fp32,torch.profiler,aten::nll_loss_forward,1,22.18800000000192,8.959999999999127
small,512,train_step,fp32,torch.profiler,aten::ones_like,1,21.862999999997555,0.9599999999991269
small,512,train_step,fp32,torch.profiler,aten::_log_softmax_backward_data,1,15.723999999994703,20.735999999997148
small,512,train_step,fp32,torch.profiler,"void at::native::(anonymous namespace)::cunn_SoftMaxBackwardSmem<4, float, float, float, at::native::(anonymous namespace)::LogSoftMaxBackwardEpilogue>(float*, float const*, float const*, long)",1,0,20.735999999997148
small,512,train_step,fp32,torch.profiler,aten::new_zeros,1,19.960999999995693,15.648000000001048
small,512,train_step,fp32,torch.profiler,aten::divide_,1,19.54800000000978,1.5999999999912689
small,512,train_step,fp32,torch.profiler,aten::_log_softmax,1,19.50800000000163,18.495999999999185
small,512,train_step,fp32,torch.profiler,"void at::native::(anonymous namespace)::cunn_SoftMaxForwardSmem<4, float, float, float, at::native::(anonymous namespace)::LogSoftMaxForwardEpilogue, long>(float*, float const*, long)",1,0,18.495999999999185
small,512,train_step,fp32,torch.profiler,aten::remainder,1,17.669999999998254,1.8559999999997672
small,512,train_step,fp32,torch.profiler,aten::div_,1,17.637000000002445,1.5999999999912689
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::bitwise_not_kernel_cuda(at::TensorIteratorBase&)::{lambda(bool)#1}, std::array<char*, 2ul> >(int, at::native::bitwise_not_kernel_cuda(at::TensorIteratorBase&)::{lambda(bool)#1}, std::array<char*, 2ul>)",12,0,14.049000000001797
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}, std::array<char*, 4ul> >(int, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}, std::array<char*, 4ul>)",12,0,13.98599999999169
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",12,0,13.600000000009459
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 3ul>)",12,0,13.31199999999626
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>)",12,0,13.087000000002263
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 2ul>)",12,0,13.024999999998727
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<bool, bool, bool, at::native::binary_internal::MulFunctor<bool> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<bool, bool, bool, at::native::binary_internal::MulFunctor<bool> >, std::array<char*, 3ul>)",12,0,12.735999999997148
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<bool>, std::array<char*, 1ul> >(int, at::native::FillFunctor<bool>, std::array<char*, 1ul>)",12,0,11.648000000001048
small,512,train_step,fp32,torch.profiler,"void at::native::(anonymous namespace)::nll_loss_forward_reduce_cuda_kernel_2d<float, float, long>(float*, float*, float const*, long const*, float const*, bool, long, long, long, long)",1,0,8.959999999999127
small,512,train_step,fp32,torch.profiler,aten::new_empty,1,6.063999999998487,0
small,512,train_step,fp32,torch.profiler,"void at_cuda_detail::cub::DeviceRadixSortSingleTileKernel<at_cuda_detail::cub::DeviceRadixSortPolicy<long, at::cuda::cub::detail::OpaqueType<8>, unsigned long long>::Policy900, false, long, at::cuda::cub::detail::OpaqueType<8>, unsigned long long, at_cuda_detail::cub::detail::identity_decomposer_t>(long const*, long*, at::cuda::cub::detail::OpaqueType<8> const*, at::cuda::cub::detail::OpaqueType<8>*, unsigned long long, int, int, at_cuda_detail::cub::detail::identity_decomposer_t)",1,0,5.216000000000349
small,512,train_step,fp32,torch.profiler,CloneBackward0,12,4.78000000002794,0
small,512,train_step,fp32,torch.profiler,"void at::native::(anonymous namespace)::nll_loss_backward_reduce_cuda_kernel_2d<float, long>(float*, float const*, long const*, float const*, float const*, bool, int, int, long, long)",1,0,4.255999999993946
small,512,train_step,fp32,torch.profiler,"void (anonymous namespace)::indexing_backward_kernel<float, 4>(long const*, long const*, float const*, float*, long, long, long, long, bool)",1,0,2.7850000000034925
small,512,train_step,fp32,torch.profiler,aten::detach_,1,2.551000000006752,0
small,512,train_step,fp32,torch.profiler,cudaStreamIsCapturing,1,2.0100000000093132,0
small,512,train_step,fp32,torch.profiler,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",2,0,1.9830000000001746
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<2, at::native::BUnaryFunctor<long, long, long, at::native::remainder_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<long, long, long, at::native::remainder_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul>)",1,0,1.8559999999997672
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<2, at::native::BUnaryFunctor<long, long, long, at::native::binary_internal::div_trunc_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<long, long, long, at::native::binary_internal::div_trunc_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul>)",1,0,1.5999999999912689
small,512,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<2, at::native::AUnaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long> >, std::array<char*, 2ul>)",1,0,1.2149999999965075
small,512,train_step,fp32,torch.profiler,backward,1,0,0.9599999999991269
small,512,train_step,fp32,torch.profiler,detach_,1,0.9239999999990687,0
